X,Y,OBJECTID_1,StationDesignation,FuelTypeCode,StationName,StreetAddress,IntersectionDirections,City_1,State,ZIP_1,Plus4,StationPhone,StatusCode,ExpectedDate,GroupsWithAccessCode,AccessDaysTime,CardsAccepted,BDBlends,NGFillTypeCode,NGPSI,EVLevel1EVSENum,EVLevel2EVSENum,EVDCFastCount,EVOtherInfo,EVNetwork,EVNetworkWeb,GeocodeStatus,Latitude,Longitude,DateLastConfirmed,ID,UpdatedAt,OwnerTypeCode,FederalAgencyID,FederalAgencyName,OpenDate,HydrogenStatusLink,NGVehicleClass,LPGPrimary,E85BlenderPump,EVConnectorTypes,Country,IntersectionDirectionsFrench,AccessDaysTimeFrench,BDBlendsFrench,GroupsWithAccessCodeFrench,HydrogenIsRetail,AccessCode,AccessDetailCode,FederalAgencyCode,FacilityType,CNGDispenserNum,CNGOnSiteRenewableSource,CNGTotalCompressionCapacity,CNGStorageCapacity,LNGOnSiteRenewableSource,E85OtherEthanolBlends,EVPricing,EVPricingFrench,LPGNozzleTypes,HydrogenPressures,HydrogenStandards,CNGFillTypeCode,CNGPSI,CNGVehicleClass,LNGVehicleClass,EVOnSiteRenewableSource,RestrictedAccess,RDBlends,RDBlendsFrench,RDBlendedwithBiodiesel,RDMaximumBiodieselLevel,NPSUnitName,CNGStationSellsRenewableNatural,LNGStationSellsRenewableNatural,MaximumVehicleClass,EVWorkplaceCharging,EVTotalPortCountBeta,EVCHAdeMOPortCountBeta,EVJ1772PortCountBeta,EVCCSPortCountBeta,EVNEMA1450PortCountBeta,EVNEMA515PortCountBeta,EVNEMA520PortCountBeta,EVTeslaPortCountBeta,EVCCS150pluskWPortCountBeta
209340.23626211,-482700.147398952,95,NEVI Compliant,ELEC,"Irvine Spectrum (Irvine, CA)",670 Spectrum Center Dr,,Irvine,CA,92618,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,33.64812,-117.74389,2024/03/07 00:00:00+00,202161,2024/03/07 03:20:20,,,,2021/12/08 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6,1,0,6,0,0,0,0,6
178503.05960859,-468581.436904972,96,NEVI Compliant,ELEC,"Vestar Shops at Rossmoor (Seal Beach, CA)",12489 Seal Beach Blvd,,Seal Beach,CA,90740,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,33.78155,-118.07304,2024/03/07 00:00:00+00,202483,2024/03/07 03:22:30,,,,2021/12/14 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
-206347.167347603,-52581.7424458144,97,NEVI Compliant,ELEC,"Musich - Crystal Springs Village SC (San Mateo, CA",100 Deanza Blvd,,San Mateo,CA,94402,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,37.52048,-122.33819,2024/03/07 00:00:00+00,204472,2024/03/07 03:21:50,,,,2022/01/07 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
170618.899396181,-428237.732645083,98,NEVI Compliant,ELEC,"Shopcore One Colorado (Pasadena, CA)",30 Union St,,Pasadena,CA,91103,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,34.14662,-118.14963,2024/03/07 00:00:00+00,205088,2024/03/07 03:22:19,,,,2022/01/20 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
-169510.220440683,-64258.8773994865,99,NEVI Compliant,ELEC,"Topline Milpitas Square (Milpitas, CA)",320 Barber Ct,,Milpitas,CA,95035,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,37.4229,-121.91823,2024/03/07 00:00:00+00,205277,2024/03/07 03:22:00,,,,2022/01/25 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
11666.5918267613,-398573.055225179,100,NEVI Compliant,ELEC,"Camino Real Marketplace (Goleta, CA)",7004 Market Place Drive,,Goleta,CA,93117,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,34.42891,-119.87304,2024/03/07 00:00:00+00,205337,2024/03/07 03:22:28,,,,2022/01/26 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6,1,0,6,0,0,0,0,6
-158047.711940782,-120853.429637445,101,NEVI Compliant,ELEC,"Food Maxx 486 (Watsonville, CA)",1465 MAIN ST,,Watsonville,CA,95076,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,36.91587,-121.77655,2024/03/07 00:00:00+00,205469,2024/03/07 03:21:36,,,,2022/01/28 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
-204438.563396631,-6887.73066781182,102,NEVI Compliant,ELEC,"Target T1507 (Richmond, CA)",4500 Macdonald Ave,,Richmond,CA,94805,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,37.93182,-122.32929,2024/03/07 00:00:00+00,207959,2024/03/07 03:21:22,,,,2022/03/11 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
197090.276062225,-486363.499736741,103,NEVI Compliant,ELEC,"Fashion Island (Newport Beach, CA)",401 Newport Center Dr.,,Newport Beach,CA,92660,,833-632-2778,E,,Public,24 hours daily,,,,,,,8,,Electrify America,https://www.electrifyamerica.com/,GPS,33.61764,-117.87675,2024/03/07 00:00:00+00,212051,2024/03/07 03:21:03,,,,2022/03/19 00:00:00+00,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8,0,0,8,0,0,0,0,8
-182279.650883152,-66796.4806798408,104,NEVI Compliant,ELEC,East Middlefield Road,199 E Middlefield Rd,,Mountain View,CA,94043,,877-455-3833,E,,Public,24 hours daily,,,,,,,8,,eVgo Network,https://www.evgo.com/,GPS,37.3976662,-122.0620634,2024/03/06 00:00:00+00,213107,2024/03/07 00:00:04,,,,2022/03/31 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8,8,0,8,0,0,0,0,6
69071.087491646,-416018.474259079,105,NEVI Compliant,ELEC,"Macerich Pacific View Mall (Ventura, CA)",3301 E Main St,,Ventura,CA,93003,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,34.2693,-119.2498,2024/03/07 00:00:00+00,213911,2024/03/07 03:22:33,,,,2022/04/13 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6,1,0,6,0,0,0,0,6
-168881.024904005,-33339.1386209382,106,NEVI Compliant,ELEC,"Johnson Hotel-Doubletree (Pleasanton, CA)",7050 Johnson Dr,,Pleasanton,CA,94588,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,37.7011,-121.91819,2024/03/07 00:00:00+00,214360,2024/03/07 03:21:58,,,,2022/04/21 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
176125.576329039,-472702.232061466,107,NEVI Compliant,ELEC,"Regency Seal Beach Center (Seal Beach, CA)",901-1101 Pacific Coast Hwy,,Seal Beach,CA,90740,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,33.74483,-118.09959,2024/03/07 00:00:00+00,215000,2024/03/07 03:22:32,,,,2022/04/26 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
-53976.9549930049,-74742.0090484442,108,NEVI Compliant,ELEC,"Target T2386 (Atwater, CA)",1000 Commerce Ave,,AtWater,CA,95301,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,37.34246,-120.61014,2024/03/07 00:00:00+00,217457,2024/03/07 03:21:35,,,,2022/05/13 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
440237.962287834,-344311.270808674,109,NEVI Compliant,ELEC,"Najah Hi Sahara Oasis (Essex Fenner, CA)",31251 Goffs Rd,,Essex Fenner,CA,92332,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,34.81707,-115.18283,2024/03/07 00:00:00+00,218174,2024/03/07 03:21:10,,,,2022/05/14 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
-25295.9196316335,-363534.631698547,110,NEVI Compliant,ELEC,"Daniel & Ana Thompson, The Depot Mall",515 Bell St,,Los Alamos,CA,93440,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,34.74434,-120.27643,2024/03/07 00:00:00+00,218532,2024/03/07 03:21:36,,,,2022/05/19 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
108222.153055554,-428601.618916616,111,NEVI Compliant,ELEC,"Regency Westlake Plaza (Westlake Village, CA)",2725-2785 Agoura Rd,,Westlake Village,CA,91361,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,34.15231,-118.82629,2024/03/07 00:00:00+00,218991,2024/03/07 03:22:22,,,,2022/05/21 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
23327.5261471389,-397216.843105443,112,NEVI Compliant,ELEC,"BOA North Santa Barbara CA6-121 (Santa Barbara, CA",3790 State St,,Santa Barbara,CA,93105,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,34.44092,-119.74609,2024/03/07 00:00:00+00,219790,2024/03/07 03:22:51,,,,2022/05/25 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
-178218.524053925,-65863.8197050272,113,NEVI Compliant,ELEC,"Cilker 11 Moffett Park LP (Sunnyvale, CA)",335 Moffett Park Dr,,Sunnyvale,CA,94089,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,37.40684,-122.01636,2024/03/07 00:00:00+00,222887,2024/03/07 03:21:40,,,,2022/07/08 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
255525.960813802,-487249.619076725,114,NEVI Compliant,ELEC,"Inventrust Bear Creek Village Center (Wildomar, CA",Clinton Keith Rd & I-15,,Wildomar,CA,92595,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,33.5961,-117.24781,2024/03/07 00:00:00+00,223563,2024/03/07 03:22:30,,,,2022/07/16 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
253420.366284801,-533013.879463008,115,NEVI Compliant,ELEC,"Pacifica Hacienda Center (Vista, CA)",2010 Hacienda Dr,,Vista,CA,92081,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,33.18394,-117.28459,2024/03/07 00:00:00+00,223792,2024/03/07 03:22:30,,,,2022/07/20 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
131137.795862263,-402599.069269458,116,NEVI Compliant,ELEC,"Inventrust Stevenson Ranch Plaza (Stevenson Ranch,",24909 Pico Canyon Rd,,Stevenson Ranch,CA,91381,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,34.38381,-118.57355,2024/03/07 00:00:00+00,224413,2024/03/07 03:22:25,,,,2022/07/26 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
276603.816789481,-601591.226742325,117,NEVI Compliant,ELEC,Best Western - San Ysidro,815 W. San Ysidro Blvd,,San Ysidro,CA,92173,,833-387-2643,E,,Public,,A CREDIT D Debit M V,,,,,,4,,EVRANGE,https://www.evrange.com,GPS,32.558846,-117.059117,2024/03/07 00:00:00+00,224434,2024/03/07 03:36:05,,,,2023/09/14 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,4,4,0,4,0,0,0,0,4
-118286.821995537,-177057.734130627,118,NEVI Compliant,ELEC,Soledad Mission Shopping Center,3070 H Dela Rosa Sr St,,Soledad,CA,93960,,833-387-2643,E,,Public,,A CREDIT D Debit M V,,,,,,4,,EVRANGE,https://www.evrange.com,GPS,36.416081,-121.320884,2024/03/07 00:00:00+00,224435,2024/03/07 03:36:07,,,,2022/06/07 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,4,4,0,4,0,0,0,0,4
148494.864402253,-459792.132161278,119,NEVI Compliant,ELEC,"Regency Plaza Hermosa (Hermosa Beach, CA)",1400 Ardmore Ave,,Hermosa Beach,CA,90254,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,33.86583,-118.39531,2024/03/07 00:00:00+00,225619,2024/03/07 03:22:37,,,,2022/08/17 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6,1,0,6,0,0,0,0,6
75691.7566149455,-418850.677370565,120,NEVI Compliant,ELEC,"Target T2760 (Oxnard, CA)",2850 N oxnard Blvd,,Oxnard,CA,93036,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,34.24328,-119.17816,2024/03/07 00:00:00+00,226647,2024/03/07 03:22:32,,,,2022/08/27 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6,2,0,6,0,0,0,0,5
144249.775937885,-439430.367927184,121,NEVI Compliant,ELEC,Chevron #91965,10867 Santa Monica Blvd,,Los Angeles,CA,90025,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,34.05002,-118.43755,2024/03/06 00:00:00+00,228040,2024/03/06 23:56:34,,,,2019/11/27 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,4,0,4,0,0,0,0,4
332919.859123555,-469051.866660954,122,NEVI Compliant,ELEC,Rancho Las Palmas Shopping Center,42370 Bob Hope Dr,,Rancho Mirage,CA,92270,,877-455-3833,E,,Public,24 hours daily,,,,,,,10,,eVgo Network,https://www.evgo.com/,GPS,33.73678,-116.407501,2024/03/06 00:00:00+00,228041,2024/03/06 23:56:34,,,,2018/03/07 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10,10,0,10,0,0,0,0,6
-200253.37250446,-48417.5130291292,123,NEVI Compliant,ELEC,Foster City - High Power Charging Plaza,1030 E Hillsdale Blvd,,Foster City,CA,94404,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,37.559261,-122.270296,2024/03/06 00:00:00+00,228163,2024/03/06 23:56:54,,,,2019/10/03 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,4,0,4,0,0,0,0,4
-170541.766101604,-68433.4383144053,124,NEVI Compliant,ELEC,Homewood Suites San Jose Airport Silicon Valley,10 W Trimble Rd,,San Jose,CA,95131,,877-455-3833,E,,Public,24 hours daily,,,,,,,6,,eVgo Network,https://www.evgo.com/,GPS,37.385166,-121.928939,2024/03/06 00:00:00+00,228189,2024/03/06 23:57:04,,,,2015/04/28 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6,6,0,6,0,0,0,0,4
145427.190727237,-417705.760674832,125,NEVI Compliant,ELEC,Pacoima Center,9727 Laurel Canyon Blvd,,Arleta,CA,91331,,877-455-3833,E,,Public,24 hours daily,,,,,,,6,,eVgo Network,https://www.evgo.com/,GPS,34.24564,-118.42088,2024/03/06 00:00:00+00,228196,2024/03/06 23:57:07,,,,2019/06/08 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6,2,0,6,0,0,0,0,4
-238110.753292903,52550.2738845181,126,NEVI Compliant,ELEC,Whole Foods Coddingtown,733 Coddingtown Ctr,,Santa Rosa,CA,95401,,877-455-3833,E,,Public,24 hours daily,,,,,,,6,,eVgo Network,https://www.evgo.com/,GPS,38.45823,-122.73225,2024/03/06 00:00:00+00,228261,2024/03/06 23:57:20,,,,2018/03/07 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6,6,0,6,0,0,0,0,4
-168512.828567295,-74361.2695597289,127,NEVI Compliant,ELEC,Whole Foods Market,777 The Alameda,,San Jose,CA,95126,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,37.33222,-121.90465,2024/03/06 00:00:00+00,228284,2024/03/06 23:57:25,,,,2019/10/03 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,4,0,4,0,0,0,0,4
138990.411852141,-443107.723324491,128,NEVI Compliant,ELEC,Lot 27,1334 5th Street,,Santa Monica,CA,90401,,877-455-3833,E,,Public,24 hours daily,,,,,,,12,,eVgo Network,https://www.evgo.com/,GPS,34.01764,-118.49514,2024/03/06 00:00:00+00,228339,2024/03/06 23:57:40,,,,2022/07/08 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,12,8,0,12,0,0,0,0,8
-205361.044340073,-51197.6265504137,129,NEVI Compliant,ELEC,Laurelwood Shopping Center,1206 W Hillsdale Blvd,,San Mateo,CA,94403,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,37.5331455,-122.3274054,2024/03/06 00:00:00+00,228394,2024/03/06 23:57:58,,,,2020/12/16 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,4,0,4,0,0,0,0,4
200245.52292022,-470633.573647112,130,NEVI Compliant,ELEC,Centre on Seventeenth,2000 E 17th St,,Santa Ana,CA,92705,,877-455-3833,E,,Public,24 hours daily,,,,,,,8,,eVgo Network,https://www.evgo.com/,GPS,33.758822,-117.838908,2024/03/06 00:00:00+00,228422,2024/03/06 23:58:07,,,,2022/06/29 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8,8,0,8,0,0,0,0,6
-161602.367100696,-148558.987913903,131,NEVI Compliant,ELEC,The Dunes on Monterey Bay,110 General Stillwell Dr,,Marina,CA,93933,,877-455-3833,E,,Public,24 hours daily,,,,,,,8,,eVgo Network,https://www.evgo.com/,GPS,36.66604,-121.81055,2024/03/06 00:00:00+00,228467,2024/03/06 23:58:33,,,,2018/03/07 00:00:00+00,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8,0,0,8,0,0,0,0,8
-216032.264535767,-38393.0936641544,132,NEVI Compliant,ELEC,Safeway South San Francisco #3116,2255 Gellert Blvd,,South San Francisco,CA,94080,,877-455-3833,E,,Public,24 hours daily,,,,,,,6,,eVgo Network,https://www.evgo.com/,GPS,37.645874,-122.452044,2024/03/06 00:00:00+00,228530,2024/03/06 23:58:51,,,,2022/09/21 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6,2,0,6,0,0,0,0,4
-208398.288266669,-45178.8183976961,133,NEVI Compliant,ELEC,Chula Vista Lot HPCP,1133 Chula Vista,,Burlingame,CA,94010,,877-455-3833,E,,Public,24 hours daily,,,,,,,6,,eVgo Network,https://www.evgo.com/,GPS,37.586596,-122.363513,2024/03/06 00:00:00+00,228646,2024/03/06 23:59:31,,,,2019/10/03 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6,6,0,6,0,0,0,0,6
200967.015645589,-480350.117792239,134,NEVI Compliant,ELEC,Irvine Lanes,3415 Michelson Dr,,Irvine,CA,92612,,877-455-3833,E,,Public,24 hours daily,,,,,,,6,,eVgo Network,https://www.evgo.com/,GPS,33.67107,-117.83352,2024/03/06 00:00:00+00,228670,2024/03/06 23:59:51,,,,2021/06/14 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6,6,0,6,0,0,0,0,4
199770.31127777,-446552.236448232,135,NEVI Compliant,ELEC,Diamond Hills Plaza,2825 S Diamond Bar Blvd,,Diamond Bar,CA,91765,,877-455-3833,E,,Public,24 hours daily,,,,,,,6,,eVgo Network,https://www.evgo.com/,GPS,33.9759966,-117.8381096,2024/03/06 00:00:00+00,228675,2024/03/06 23:59:52,,,,2022/06/18 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6,2,0,6,0,0,0,0,4
-152140.770131006,-4586.620679955,136,NEVI Compliant,ELEC,Empire Shopping Center,5887 Lone Tree Way,,Antioch,CA,94531,,877-455-3833,E,,Public,24 hours daily,,,,,,,10,,eVgo Network,https://www.evgo.com/,GPS,37.9625955,-121.7340686,2024/03/06 00:00:00+00,228681,2024/03/06 23:59:58,,,,2022/09/21 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10,2,0,10,0,0,0,0,8
-200203.434752402,-21851.6601011567,137,NEVI Compliant,ELEC,Jack London Square,409 Washington St.,,Oakland,CA,94607,,877-455-3833,E,,Public,24 hours daily,,,,,,,8,,eVgo Network,https://www.evgo.com/,GPS,37.7981773,-122.2769619,2024/03/06 00:00:00+00,228693,2024/03/07 00:00:02,,,,2022/06/17 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8,8,0,8,0,0,0,0,6
262710.941018384,-580125.555418223,138,NEVI Compliant,ELEC,Caltrans District 11 Headquarters,"4050 Taylor St, Stop 250",,San Diego,CA,92110,,877-455-3833,E,,Public,24 hours daily,,,,,,,6,,eVgo Network,https://www.evgo.com/,GPS,32.756409,-117.200002,2024/03/06 00:00:00+00,228707,2024/03/07 00:00:12,,,,2020/05/23 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6,6,0,6,0,0,0,0,6
186079.874709234,-428937.967600528,139,NEVI Compliant,ELEC,Mountain Vista Plaza,1425 Bradbury Ave,,Duarte,CA,91010,,877-455-3833,E,,Public,24 hours daily,,,,,,,8,,eVgo Network,https://www.evgo.com/,GPS,34.1374666,-117.982164,2024/03/06 00:00:00+00,228714,2024/03/07 00:00:17,,,,2022/09/21 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8,8,0,8,0,0,0,0,6
139402.164369324,-443533.393318718,140,NEVI Compliant,ELEC,Lot 29,1636 5th St.,,Santa Monica,CA,90401,,877-455-3833,E,,Public,24 hours daily,,,,,,,8,,eVgo Network,https://www.evgo.com/,GPS,34.013744,-118.490756,2024/03/07 00:00:00+00,228797,2024/03/07 00:01:05,,,,2021/07/23 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8,8,0,8,0,0,0,0,6
356918.887726737,-298204.084411753,141,NEVI Compliant,ELEC,The World's Tallest Thermometer,72157 Baker Blvd,,Baker,CA,92309,,877-455-3833,E,,Public,24 hours daily,,,,,,,6,,eVgo Network,https://www.evgo.com/,GPS,35.26648,-116.07248,2024/03/07 00:00:00+00,228803,2024/03/07 00:01:06,,,,2018/12/13 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6,6,0,6,0,0,0,0,4
-127937.318327142,62397.4329025364,142,NEVI Compliant,ELEC,Sacramento Regional Transit 29th Street Yard,1400 29th Street,,Sacramento,CA,95816,,833-632-2778,E,,Public,24 hours daily,,,,,,,5,,Electrify America,https://www.electrifyamerica.com/,GPS,38.56876,-121.47009,2024/03/07 00:00:00+00,229449,2024/03/07 03:22:05,,,,2022/09/28 00:00:00+00,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5,0,0,5,0,0,0,0,5
